lat,lon,uv_month_1,uv_month_2,uv_month_3,uv_month_4,uv_month_5,uv_month_6,uv_month_7,uv_month_8,uv_month_9,uv_month_10,uv_month_11,uv_month_12
26.56,0.82,0.901711079943899,1.192557781201849,1.632538569424965,1.9873478260869566,2.1735904628330998,2.3383333333333334,2.361725105189341,2.164628330995792,1.8654492753623189,1.4599158485273493,1.0546231884057973,0.8271949509116409
26.56,1.82,0.902468443197756,1.2101540832049307,1.6286395511921459,2.0321739130434784,2.201921458625526,2.345782608695652,2.3906311360448806,2.196732117812062,1.893550724637681,1.4754277699859748,1.058,0.829733520336606
26.56,2.82,0.9433380084151473,1.2448382126348227,1.650967741935484,2.0489130434782608,2.2201683029453014,2.3555217391304346,2.411991584852735,2.213001402524544,1.9018550724637682,1.4828892005610097,1.0739710144927537,0.8571809256661991
26.56,3.82,0.957054698457223,1.261417565485362,1.7169004207573635,2.115057971014493,2.2867040673211783,2.4446666666666665,2.528555399719495,2.3426788218793826,1.9539565217391304,1.515750350631136,1.0880144927536233,0.8639551192145862
26.56,4.82,0.9616970546984573,1.281186440677966,1.7599298737727909,2.136376811594203,2.3022861150070124,2.464434782608696,2.563366058906031,2.366367461430575,1.976246376811594,1.5431276297335204,1.1038115942028985,0.8661290322580645
26.56,5.82,1.310617110799439,1.7672727272727273,2.329312762973352,2.4668115942028983,2.5546984572230014,2.758927536231884,2.8748667601683033,2.686984572230014,2.374695652173913,2.054235624123422,1.4923768115942029,1.1621458625525947
26.56,6.82,1.3432398316970546,1.809121725731895,2.3597615708274895,2.510449275362319,2.6250490883590465,2.7882028985507246,2.923632538569425,2.721767180925666,2.4006666666666665,2.08413744740533,1.5273333333333332,1.1904628330995792
26.56,7.82,0.9787096774193549,1.3182588597842835,1.819326788218794,2.203376811594203,2.377952314165498,2.570927536231884,2.7658485273492284,2.5388078541374477,2.0987246376811592,1.5814446002805047,1.1198985507246377,0.8730575035063114
26.56,8.82,0.9757363253856943,1.3208628659476118,1.8107012622720897,2.177594202898551,2.369368863955119,2.58331884057971,2.7833800841514726,2.5616269284712483,2.1401884057971015,1.5863113604488077,1.1217536231884058,0.8712903225806452
26.56,9.82,0.9808976157082749,1.3263482280431431,1.7965638148667602,2.0998840579710145,2.3127910238429172,2.5162753623188405,2.6967461430575033,2.5242776998597476,2.1267391304347827,1.5939410939691445,1.1328985507246379,0.8790322580645161
