Cancer id,Cancer label,Population id,Country label,Sex,Type,Year,ASR (World),Crude rate,Cumulative risk,Total
12,Melanoma of skin,36,Australia,0,0,2001,33.57170588,46.49446632,3.563647655,8982
12,Melanoma of skin,36,Australia,0,0,2002,35.86861266,50.18594997,3.839556904,9809
12,Melanoma of skin,36,Australia,0,0,2003,33.85672064,48.39378891,3.602685773,9570
12,Melanoma of skin,36,Australia,0,0,2004,34.15056938,49.14455416,3.632726059,9826
12,Melanoma of skin,36,Australia,0,0,2005,36.51698855,53.23743516,3.89768327,10779
12,Melanoma of skin,36,Australia,0,0,2006,34.06066462,50.56581063,3.654814498,10383
12,Melanoma of skin,36,Australia,0,0,2007,33.2527869,49.81171001,3.589791365,10413
12,Melanoma of skin,36,Australia,0,0,2008,34.56576662,52.21817331,3.710781412,11094
12,Melanoma of skin,36,Australia,0,0,2009,34.32716456,52.17700195,3.714924952,11316
12,Melanoma of skin,36,Australia,0,0,2010,33.70491025,52.13031535,3.668044663,11483
12,Melanoma of skin,36,Australia,0,0,2011,33.6107874,52.20127774,3.724078814,11660
12,Melanoma of skin,36,Australia,0,0,2012,34.41832144,54.18996912,3.764395488,12312
12,Melanoma of skin,36,Australia,0,0,2013,36.34329244,58.29362574,3.977541234,13484
12,Melanoma of skin,36,Australia,0,0,2014,36.04852284,58.49661402,3.923705222,13734
12,Melanoma of skin,36,Australia,0,0,2015,36.68064558,59.80247758,4.044255417,14243
12,Melanoma of skin,36,Australia,0,0,2016,38.11773271,62.35822227,4.204391053,15084
12,Melanoma of skin,36,Australia,0,0,2017,37.69522296,62.57699149,4.196630737,15393
