REGISTRY,SEX,AGE_GROUP,P0_4,P5_9,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_79,P80_84,P85,P_unk
575200099,2,18,1425112,1408082,1302256,1287811,1593788,1635833,1507577,1499790,1592159,1643459,1561449,1439478,1417360,1487984,1261393,910357,703020,844383,0
575600199,1,18,57061,54611,53459,57454,63373,75292,82620,80420,81669,92161,92957,80919,68704,62327,53320,40550,30082,24398,0
575600199,2,18,53946,51810,49885,54004,63111,77367,83461,79895,82084,92717,92548,81075,72109,69269,62709,53401,44776,50471,0
575600299,1,18,65171,63724,63149,67713,74186,81965,88724,90606,90915,91461,88019,73106,57139,49554,42454,31669,22817,18629,0
575600299,2,18,61573,61187,61244,64560,73930,84243,91807,94616,93906,94535,90541,74208,62613,59643,53780,42044,34350,40434,0
575600499,1,18,110299,106459,106588,122750,142207,149550,146711,136682,140786,164663,169426,145649,122328,106341,85407,60014,40362,30220,0
575600499,2,18,103528,100519,103097,114583,132513,139123,136016,129672,137285,162478,163961,141256,119486,106651,91628,73521,58122,63324,0
575600599,1,18,105711,106420,105845,117116,128780,132882,136156,137843,142102,146194,141444,118311,94393,85095,69246,47776,34569,28757,0
575600599,2,18,101138,100878,100246,111631,123199,129634,135601,139488,145716,148710,142331,118239,100327,97164,82719,62359,51831,62897,0
575600899,1,18,41324,41711,42127,47047,54955,56427,55555,53784,57999,64108,65892,56957,48126,46120,36909,25817,17854,12374,0
575600899,2,18,39509,39168,39636,45345,53720,54685,53187,52522,56748,63888,65064,55987,50170,49137,41012,30949,24707,24675,0
575601099,1,18,38085,41136,41917,44685,47869,47823,49524,54590,66015,75045,71876,59048,51390,48762,43048,33730,21978,15974,0
575601099,2,18,36341,39477,39721,42528,45956,46135,49974,57294,67494,74163,70433,59201,53755,54395,49700,41145,32502,38149,0
575601199,1,18,27048,26270,27847,32246,36816,40167,39698,37340,40805,47237,48526,43617,38485,34327,27680,19565,13143,10016,0
575601199,2,18,25336,24777,26306,29911,34658,37138,36889,35996,39077,45452,46738,42310,37214,34799,29524,23543,19325,20465,0
575601299,1,18,43837,44221,44208,47471,51828,52686,52426,52657,57013,62161,60022,49973,40306,35541,27964,18421,12229,8946,0
575601299,2,18,40684,42124,42511,44796,50333,51083,51527,52137,56645,61174,57490,47271,39660,36442,29862,21895,17314,18702,0
575601499,1,18,87017,84254,82887,88700,98698,109404,116486,112645,116628,135141,135251,115790,96637,82924,66938,45649,30989,22192,0
575601499,2,18,81387,79284,77315,82607,94238,105331,111539,109205,114466,130290,129359,113271,96073,84196,70894,53995,42993,43223,0
575601599,1,18,100923,97723,95102,104205,118218,131085,136218,133718,137754,155705,159331,141784,123465,114861,94462,64833,46355,38007,0
575601599,2,18,95640,93510,90805,99489,114349,130218,136798,133151,136132,155980,158867,143039,127165,122144,106220,82425,69959,79944,0
575601699,1,18,67661,66073,64608,73435,84133,90986,89661,85680,88977,101932,103424,89542,73759,63978,51058,37525,26589,19782,0
575601699,2,18,63400,61914,60425,69230,81953,88118,86770,83610,87432,99890,99081,84851,71570,64375,55564,45786,37749,38687,0
575601799,1,18,32290,33360,35051,38053,41459,40148,38820,39725,43452,47457,46257,40672,34578,32130,25895,18312,13169,10957,0
575601799,2,18,30236,31435,33430,35987,38899,38828,38377,40000,45028,47626,45883,40366,36160,34766,30003,23794,21377,24804,0
575601899,1,18,219248,200832,187113,191928,217031,282469,325401,319030,311489,328476,306684,248316,202996,180637,154253,109481,76918,59295,0
575601899,2,18,207050,189574,177534,179453,206992,280808,319775,308060,295541,309161,291300,244219,213118,197516,174915,139808,111822,119743,0
580400099,1,18,5280179,4929227,4206795,4664937,6114300,7476758,7396122,6589201,6239171,5759495,6052023,5565906,4577099,3138018,2334394,2162640,961669,625135,0
580400099,2,18,4966751,4653165,3977903,4438504,5795461,7201462,7239609,6726492,6588458,6337616,7130143,7102705,6448588,4972595,4403659,4601737,2421950,2068637,0
582600199,1,18,8760101,8572189,7775274,8213399,9133695,9451750,9283728,8693172,8988964,9620364,9355538,8127270,7188268,7200737,5505173,4115033,2864222,2269547,0
582600199,2,18,8333637,8171226,7410761,7785736,8754814,9353143,9340557,8742578,9122811,9846320,9570554,8308551,7484048,7632359,6042457,4827093,3791917,4219273,0
582602099,1,18,741464,747268,702691,775393,911899,908216,851694,793974,851186,960352,978309,884825,779711,743565,551723,411021,274133,194058,0
582602099,2,18,704954,717319,670957,739060,915165,921675,887590,822036,896474,1024282,1031795,928777,820969,794939,633707,521613,397287,387719,0
582603099,1,18,320075,318601,290837,308677,306139,308103,302406,285909,299870,321754,316294,277778,238509,214213,173750,123326,80293,57912,0
582603099,2,18,305465,303140,275643,290948,293538,312762,315943,303512,314651,335761,325628,284033,241235,228363,194788,150645,115423,118891,0
582604099,1,18,448868,459015,429194,477973,552709,499360,455997,426736,463682,525380,533840,484267,456248,471429,365552,267696,181006,137389,0
582604099,2,18,427476,437299,406478,448737,515973,481995,457437,433752,481940,549873,555770,505773,478021,492434,393881,309353,239028,260288,0
603600299,1,18,1344764,1315198,1219315,1255396,1419891,1489528,1465436,1343433,1357127,1271996,1282603,1201486,1064927,965799,722542,516784,352648,304509,0
603600299,2,18,1271378,1243980,1150358,1191093,1361993,1489449,1480904,1349814,1386040,1322701,1318458,1246369,1108254,984915,754179,581290,446221,531567,0
603600399,1,18,813645,830699,780820,785733,858514,863572,833153,772372,824874,784234,769084,709089,633890,579769,426652,288794,183259,150493,0
603600399,2,18,773365,786841,739853,752893,837602,863743,844700,790292,847329,816253,796091,732338,649273,579151,431816,309263,225140,258361,0
603600499,1,18,262001,260952,249682,267429,296673,290615,281587,260993,277929,281404,283860,270153,244777,224565,166687,121064,85429,77563,0
603600499,2,18,248522,249348,237932,254478,280782,285938,281571,259663,278577,286850,290540,280835,257556,235386,179768,139225,108912,136621,0
603600599,1,18,78391,83366,80199,83984,82201,76720,73850,70937,80188,83253,89398,90512,84299,77814,58036,39841,26120,20743,0
603600599,2,18,73785,77537,75049,77795,75516,76052,76198,74047,84485,87820,93392,93468,86446,78544,58936,43760,32503,35708,0
603600699,1,18,1002457,962863,888369,942022,1123848,1181023,1138590,1024354,1026909,978125,943026,874063,770586,690801,516748,377249,259120,225823,0
603600699,2,18,948027,911574,843369,898506,1079285,1180945,1151922,1029524,1059745,1025298,980340,914239,814539,724416,548695,428571,332151,387564,0
603600799,1,18,439318,426057,390960,401137,456889,523831,509105,447462,453555,434836,414626,374739,325283,281812,200751,140785,91087,74352,0
603600799,2,18,418392,406704,374526,378293,428939,498624,486831,432737,442188,430071,413104,379233,331909,280400,205281,156767,115864,128273,0
603600862,1,18,19129,19289,19057,17622,18034,17563,14988,12823,11887,10659,8142,6173,4306,2392,1424,667,381,232,0
603600862,2,18,17749,18051,16947,16018,16635,15984,14199,12488,12292,11601,9091,7290,5113,3135,1898,1209,881,435,0
603600863,1,18,30167,27041,22843,22780,33265,45983,43876,36068,35033,32741,32560,28622,24024,17970,10525,5665,2531,1597,0
603600863,2,18,29187,25661,22404,19728,27822,42034,40721,33343,30563,28948,28279,25028,19526,13197,7930,4438,2444,2175,0
603600899,1,18,49296,46330,41900,40402,51299,63546,58864,48891,46920,43400,40702,34795,28330,20362,11949,6332,2912,1829,0
603600899,2,18,46936,43712,39351,35746,44457,58018,54920,45831,42855,40549,37370,32318,24639,16332,9828,5647,3325,2610,0
625009399,1,17,52338,53742,55305,56102,49882,50526,50966,49727,51797,46802,41296,33146,27026,22136,15573,10159,9280,0,0
625009399,2,17,49150,50862,52977,54151,46771,50336,50700,50719,51343,47029,40778,32511,26389,21166,16170,11539,13967,0,0
655400028,1,18,214910,217990,189650,183260,154760,123470,99100,98600,102240,100950,94555,77410,57650,41670,25890,16400,7560,3800,0
655400028,2,18,203390,205500,179820,175920,157920,138850,114290,111570,117100,112150,104820,86850,64700,46480,29680,20020,11220,6860,0
655400029,1,18,76375,77515,73335,74705,68805,55650,48840,46155,45620,43805,37800,29280,24050,16900,11105,6755,3375,1535,0
655400029,2,18,71860,74190,69470,73515,69990,56910,50430,47625,47525,46145,40545,30475,24685,17830,13075,8440,5355,3475,0
655400098,1,18,390415,419640,415925,445385,457650,422930,395195,412065,495910,530675,555165,529600,478830,448515,339195,242955,166210,137600,0
655400098,2,18,370245,400350,397735,418315,436250,425420,417365,445015,533025,561515,579425,546550,495515,465465,359705,275580,205470,233400,0
655400099,1,18,789335,811220,760615,810860,841105,767300,699035,671330,735320,757480,761110,696785,609480,542510,398120,281705,185865,147075,0
655400099,2,18,748970,769880,724680,768685,795410,791055,752385,731460,808650,822475,814975,738760,644900,568015,427085,321265,231310,249580,0
684009910,1,18,39727,32704,28207,30366,90085,89836,74624,61396,58231,59158,63618,77909,88005,73040,44306,24364,14471,16280,0
684009910,2,18,38898,30590,26833,28403,58179,70602,60860,46020,43012,46888,56890,72249,79205,64667,38456,19783,14857,23915,0
684009920,1,18,9452,10315,8529,10421,8944,9955,8669,8639,8673,8823,16071,14358,12439,13583,7668,5147,5656,8534,0
684009920,2,18,9059,6427,8551,9016,9290,11153,10855,14335,12502,13463,15991,14440,14968,14220,9964,8243,5743,11439,0
684009921,1,18,21153,14902,19210,18842,23694,26391,26475,27747,23519,28835,36710,41527,43894,39302,32309,22488,20304,28865,0
684009921,2,18,16927,19329,17174,18293,17602,23869,31186,28366,30317,33579,40614,48102,44229,41814,34281,29573,32052,56155,0
684009923,1,18,35736,40740,41483,41429,43596,44409,42771,42738,45375,46675,44237,38217,28936,27677,19817,14737,8780,7706,0
684009923,2,18,36909,37778,37963,39294,39122,44210,44352,47237,50473,51674,44635,40722,38209,33550,26748,22044,17865,14720,0
684009945,1,18,92317,84752,82126,71377,62086,61080,62393,54462,48490,47321,43299,37262,31638,25325,17589,11286,6153,5798,0
684009945,2,18,82719,83354,75956,64544,59187,57550,59503,51451,44425,41846,44227,38922,31946,27521,22432,11905,8868,9894,0
684009999,1,18,235062,221548,211187,202580,275174,276721,256747,231783,217921,220120,228700,231687,218275,190774,132518,83605,59421,70137,0
684009999,2,18,222183,209566,199308,189939,219799,246074,243739,222570,211926,218584,229785,237530,228746,199106,144258,101470,84972,123270,0
