REGISTRY,SEX,AGE_GROUP,P0_4,P5_9,P10_14,P15_19,P20_24,P25_29,P30_34,P35_39,P40_44,P45_49,P50_54,P55_59,P60_64,P65_69,P70_74,P75_79,P80_84,P85,P_unk
415620799,2,18,96880,79125,81421,95729,87444,172085,111266,106737,139780,179534,180526,126788,133518,100653,64217,51148,37167,31324,0
415621199,1,18,74114,69506,74166,93909,126218,152347,111308,127921,183472,291675,277221,220381,225446,182348,139671,103625,62660,39207,0
415621199,2,18,69836,67515,72204,94374,131846,158017,118268,137960,195007,291053,272968,218450,228132,186479,139445,109264,76231,66830,0
415621299,1,18,148529,140093,134037,144641,210091,263052,181885,202462,271731,411444,333062,268410,262375,213887,156939,115046,67350,43215,0
415621299,2,18,138349,126559,120298,134143,199275,258213,186980,214410,297480,410666,320160,245860,241360,211248,164863,135615,96096,87505,0
415621399,1,18,827090,732215,619870,655611,906100,1297271,1622222,1629740,1396327,1550699,1890592,1991703,1970848,1421290,871553,611818,475885,291581,0
415621399,2,18,770952,697414,591512,663660,914065,1235178,1523507,1596378,1378235,1503595,1795934,1961996,2019852,1420237,895367,697389,643953,538753,0
415621699,1,18,94697,95243,92022,64984,93603,92577,59403,69429,80646,81013,65054,57750,46260,28584,20276,17152,9384,5338,0
415621699,2,18,86807,86937,80197,55489,86606,89804,55981,64184,77231,76367,59653,51004,43702,25958,18980,18397,12597,10216,0
415621799,1,18,144545,117640,121748,129181,168268,137709,134836,142899,191861,139153,99112,119154,89895,59425,45708,36322,20983,11434,0
415621799,2,18,101570,88730,95456,129704,188802,143683,127964,140620,183644,151539,97537,120629,89999,62501,50591,48306,33529,24914,0
415622199,1,18,75698,78709,77044,226932,394782,202531,128718,247054,240467,293380,147715,199501,117039,84742,58730,44020,27041,14007,0
415622199,2,18,71679,73173,71932,224311,357385,201888,126341,241071,233485,286966,131079,195350,110442,81679,60725,55445,35251,19376,0
415622299,1,18,216214,172305,138281,137229,175070,298294,334208,278072,269482,264278,252767,209406,193705,137082,95095,80588,55211,33122,0
415622299,2,18,197977,157083,127062,130769,180254,342425,385845,302799,283381,265901,238937,199041,187465,135973,101916,98732,66306,42939,0
415622699,1,18,161826,153036,137232,180733,207981,222142,208183,191675,219182,224007,194434,133481,139483,102303,56926,41594,23329,13638,0
415622699,2,18,139925,129443,114760,148096,183224,217653,228261,212147,226609,224282,193822,144758,166416,132301,75362,57310,39961,32761,0
415622799,1,18,90282,98441,94414,83920,97275,115606,80363,69532,91627,98947,87099,75497,64886,42025,25334,19078,12464,8734,0
415622799,2,18,83975,92503,87022,77720,88928,101994,70292,62741,80729,90569,80238,66463,58522,38261,23989,20319,15839,14073,0
415622999,1,18,469019,373152,292262,296882,460180,623740,671673,628704,620258,761178,691675,599708,633093,478261,320053,232015,150957,84676,0
415622999,2,18,437052,349411,277760,291428,464545,673024,742246,642376,645504,790913,691777,585592,628903,475089,319708,258862,200571,160858,0
415623599,1,18,32003,29678,24223,27466,56145,54281,43503,37494,39939,46202,35522,36702,28744,16548,13617,7957,4500,1873,0
415623599,2,18,26544,25405,19360,23786,48767,52029,38075,33968,35441,42409,33164,36673,28579,16432,13699,8084,5556,3185,0
415623699,1,18,105643,104183,74022,50286,66644,59647,62874,78868,81024,76393,58316,55556,40750,25146,25265,16225,7571,4564,0
415623699,2,18,89592,100927,61734,44346,71953,62811,69135,73423,74423,72384,56807,52882,38574,24133,24808,19261,8169,6640,0
415623799,1,18,164467,150072,127777,123325,167606,232863,213902,202167,213008,285648,311900,180580,172747,150783,115720,87345,50898,29532,0
415623799,2,18,145214,127828,106959,103721,145360,233654,224923,205128,210315,284149,307212,179563,161696,145602,112331,93021,60009,43570,0
415623999,1,18,109625,109525,109494,137224,147560,110147,117712,135320,142263,123348,85367,92839,64262,46035,39068,28039,15047,7774,0
415623999,2,18,91312,92577,92934,131643,141870,110391,118435,131068,130332,113816,77680,86739,57998,44372,42008,34023,20137,14954,0
415624299,1,18,179124,159724,131657,127847,180511,118493,88003,117799,134429,100822,94933,116065,78303,48505,32221,25984,15937,8271,0
415624299,2,18,140287,117426,99067,110496,191553,125047,89713,118810,146867,112922,98375,117771,78282,49186,35333,33253,23553,17699,0
415624399,1,18,47851,51871,57517,57383,74100,72082,56058,52909,67568,70345,55065,47612,42909,31847,20469,14680,9172,5357,0
415624399,2,18,43866,47608,52351,55723,69628,65956,51196,47428,61432,64632,52840,44649,39751,30193,20669,15846,11421,9148,0
415624599,1,18,88007,84074,77267,66616,108639,161148,125084,93039,108614,125400,116309,114330,120858,84797,47574,33924,21434,12397,0
415624599,2,18,83616,81056,72294,62133,101938,155096,120290,91256,108461,121699,117224,114084,126742,95773,53165,37089,28011,21549,0
415624699,1,18,55271,47220,38467,30368,34428,64521,65470,57111,70459,73335,67962,44536,42821,30325,23108,18483,11178,7138,0
415624699,2,18,47169,42516,35785,28538,33085,70192,71399,62311,73594,71261,63956,41115,40779,28404,21164,18956,13265,10642,0
415624799,1,18,69379,62557,65798,59798,91433,68261,79437,86519,84701,92537,66527,69511,47073,31150,27354,17735,10828,4974,0
415624799,2,18,58956,59187,57192,76494,98571,86348,81446,92197,84085,97751,66185,65714,48051,28361,29323,17909,10452,6779,0
415624899,1,18,30275,34212,32997,34684,34453,41361,52039,60259,75269,78114,70169,58226,56343,49937,35664,25887,18797,16191,0
415624899,2,18,28276,32305,31738,33564,34979,45109,59101,64874,74619,76366,70675,59311,58429,49327,34227,25853,19120,18727,0
415625199,1,18,88504,107336,95859,71932,95151,146005,110694,103680,108910,167169,145784,99404,110010,58220,45643,32552,22311,13290,0
415625199,2,18,81539,98884,88079,68706,93918,140153,105689,95802,103449,164821,138370,88406,101580,56702,49011,40458,28768,21654,0
415625299,1,18,228286,221812,241410,305208,340569,263953,255142,374299,393049,328218,228510,248775,186336,138731,107624,71481,40135,19988,0
415625299,2,18,196237,192172,212529,286567,338543,259344,248041,357429,375172,313767,214633,242794,177243,133192,107084,77789,48545,30835,0
415625399,1,18,18693,25095,26950,43654,56246,49010,50210,91162,108218,136099,82141,72683,40401,25047,34767,27130,15455,6242,0
415625399,2,18,16175,23529,25483,41199,52103,43581,37884,70232,99537,126814,74287,69158,42051,40943,44006,28915,13993,6735,0
415625499,1,18,195680,180066,163403,211821,273808,283458,277834,290473,322699,300055,275847,249173,216117,161600,119149,83402,42364,21210,0
415625499,2,18,155211,137124,131875,174804,241502,259245,265435,274416,313560,295619,270555,244090,215973,163305,122056,88627,54315,30419,0
415625699,1,18,28653,26840,26284,26740,34472,51196,37864,41185,49549,67364,47775,46377,38498,26302,18831,13421,7596,3050,0
415625699,2,18,26287,25085,24784,24862,33589,52837,40690,36923,42628,63639,46813,43239,35021,26065,19083,14095,9302,5039,0
415625899,1,18,61057,50343,57513,64535,70149,86723,66438,72278,93429,120353,109790,91750,80166,51361,29223,25800,17101,8948,0
415625899,2,18,56256,45868,53178,60198,64799,75790,61299,67123,86493,117663,107957,93702,82238,54622,32844,29175,21327,13530,0
415625999,1,18,52943,47949,41465,41792,47375,69138,57269,63626,79485,88844,71230,48599,42298,31755,25430,21385,13350,8610,0
415625999,2,18,44210,42918,37549,36677,42917,68174,57057,63162,77717,84696,65259,45052,39662,28823,22971,20972,13504,9528,0
415626099,1,18,116581,91306,65904,52740,78584,133312,118106,101643,114334,112552,84570,63444,59803,38586,28658,23325,12844,7916,0
415626099,2,18,90373,75170,56831,46728,69468,122637,105932,91270,103394,106479,84980,59560,58179,37613,28161,27445,19062,16146,0
415626199,1,18,90435,93954,92167,80251,85396,115780,105938,121093,128104,136777,114766,84330,92269,66796,42088,35845,23874,12907,0
415626199,2,18,72825,76250,80243,71666,76523,111485,106241,118582,128299,141228,118911,82665,89597,65071,38728,34582,29530,19392,0
415626499,1,18,123795,130496,119011,148107,174728,192799,114402,99626,129968,131086,84914,73481,81157,51950,39532,22130,16956,7510,0
415626499,2,18,101976,110983,97220,128270,162021,177183,101093,91351,124027,131626,86968,69342,78471,48931,40489,26210,25574,18362,0
415626699,1,18,76092,63470,53460,137121,157373,96047,87463,114296,127674,97029,83570,68086,53517,48905,33035,25507,8126,2173,0
415626699,2,18,76429,62106,38567,120634,151602,92587,88921,122383,133191,100993,88176,71532,55721,51751,38727,31458,12227,3951,0
415626799,1,18,64613,57534,27608,59763,94547,69307,50678,60763,81308,85307,45666,60545,42927,40307,16991,12616,7557,3910,0
415626799,2,18,54723,53540,24906,54063,95667,65833,45161,53974,73647,79205,38412,50381,38125,37186,16418,13198,9330,5681,0
415626899,1,18,46556,49733,68429,117239,151124,123158,101313,140911,173803,156506,109835,150782,73458,46533,31505,31226,24453,16031,0
415626899,2,18,42179,45164,62797,124216,166273,121403,99125,141144,178531,160828,96237,135241,65504,44743,40975,49699,34680,21302,0
415627099,1,18,65232,68538,46943,30298,45455,72166,62144,38255,39547,50367,47808,40134,33738,22817,14095,10341,6902,3595,0
415627099,2,18,57561,59333,38129,24469,41804,66217,56562,34672,36463,45294,46442,39178,32174,23491,15288,10852,8200,5549,0
415627399,1,18,97351,79611,82645,84943,127867,179822,137102,152876,182471,238160,202208,160261,174548,140216,92569,63944,37831,24534,0
415627399,2,18,91652,76687,80381,81945,125793,184255,147219,158364,187499,246829,205138,157446,177784,146050,99795,76415,53217,48091,0
415627599,1,18,80969,64837,49568,42473,62374,115808,80759,58487,68600,81370,66561,62131,55966,36675,24261,15164,8663,4359,0
415627599,2,18,75133,60977,48085,45053,65071,119986,82165,56790,68225,80710,69135,63986,61004,41969,28020,18372,13703,9597,0
415627699,1,18,117089,101577,110460,199259,225984,179975,163156,221209,284263,266619,178607,179104,122624,86756,56865,39577,22577,11505,0
415627699,2,18,106325,97869,102440,194399,235264,178098,158945,218308,277780,258784,174708,174846,118633,83378,55278,44981,29717,22523,0
435600299,1,16,1081147,1000007,985940,1041352,1535538,1774616,1533128,1288842,953080,784679,582890,483540,415886,270913,179458,220704,0,0,0
435600299,2,16,1029169,940835,928720,993417,1482453,1714783,1311182,1116269,797055,714672,548216,472035,399012,260472,167106,234343,0,0,0
435600399,1,16,2072502,2255794,2473677,2905912,3739672,3682957,3094577,2800788,2411729,2110784,1778267,1447519,1139908,723555,510904,641257,0,0,0
435600399,2,16,1884149,2016959,2201231,2384884,2922857,3009600,2621819,2435966,2181155,1918556,1556010,1290925,1085276,705237,525024,729842,0,0,0
435600499,1,16,872222,803579,840861,865640,1004261,1153215,1096970,1041721,948943,833577,676749,589231,464499,274127,220378,254922,0,0,0
435600499,2,16,821659,760987,797433,829948,1088952,1262923,1112386,1067049,919782,826263,646434,548198,457195,301070,240031,304775,0,0,0
435600699,1,16,1197333,1112778,1031264,1142065,1686156,1790878,1506026,1224909,964181,760050,641815,536567,456396,299347,197559,237704,0,0,0
435600699,2,16,1074305,963313,907697,996311,1541215,1650504,1297818,1062421,877902,736162,610618,513842,439699,273122,193940,261372,0,0,0
435600799,1,16,116597,116652,125911,142159,146457,112823,89014,84794,82308,67782,59114,45193,47073,47477,39941,40188,0,0,0
435600799,2,16,97413,97708,107731,115103,116824,95669,84704,84814,77710,64029,54163,45535,55023,50591,35979,38615,0,0,0
435600899,1,16,402555,444735,519454,500968,500805,461574,442644,457236,450231,473119,418290,416439,313994,219978,149496,173323,0,0,0
435600899,2,16,389424,429966,501857,488256,531001,533127,509010,558166,555160,559165,467077,435439,336206,242018,172613,257300,0,0,0
435601099,1,16,2179134,2465740,2721017,2862829,2975883,2760591,2396567,2209573,1894849,1631562,1251269,915060,825070,463855,312197,349503,0,0,0
435601099,2,16,1934378,2087661,2268063,2350098,2640028,2554323,2190866,2008684,1687041,1403113,1064084,825427,815057,438471,317231,376027,0,0,0
435601199,1,16,395955,413054,490604,464298,466254,503160,445961,439441,425207,408353,302790,255853,246256,169971,128651,113950,0,0,0
435601199,2,16,372021,382074,460993,437130,482896,516671,459369,497813,438986,394391,303651,268825,256848,174890,123411,118047,0,0,0
435601399,1,16,326366,330038,333014,336789,357325,329843,280054,263121,237383,191361,146430,113929,89120,65217,43420,47726,0,0,0
435601399,2,16,283830,283202,287573,313423,377431,331621,274855,257925,213131,164722,131114,95279,90535,69419,46442,60252,0,0,0
435601499,1,16,260901,273582,303751,344061,356317,313880,263423,239255,217015,189324,139837,99797,89579,60317,47056,51584,0,0,0
435601499,2,16,240664,251264,275655,304287,329706,308388,252852,231863,200079,166212,120616,90338,88738,59604,43015,54012,0,0,0
435601599,1,16,167148,183651,207970,230837,249171,248509,229251,236184,214477,190608,151164,111308,90305,54084,37492,38049,0,0,0
435601599,2,16,157931,171610,196309,223624,265640,276907,249230,247718,202464,177314,127435,92278,75321,46354,32177,38559,0,0,0
435601699,1,16,282555,310811,345444,350962,326229,341502,289209,272924,236553,224315,169209,122969,100804,62289,44764,48023,0,0,0
435601699,2,16,272253,297637,323160,339225,363602,344781,277092,272207,229262,209924,147263,111921,98934,60518,42771,45637,0,0,0
435601799,1,16,586998,648924,700892,628143,614458,603556,493920,437837,393119,340656,279239,212870,169475,102896,71442,106060,0,0,0
435601799,2,16,538618,609629,660928,614730,626592,624374,508019,454206,392806,339603,281245,209068,163270,104296,76140,110590,0,0,0
435601999,1,16,264518,251319,245657,234171,234966,223016,199197,156888,129171,121765,100755,73982,56299,35685,26796,35807,0,0,0
435601999,2,16,256794,244016,237067,228102,244089,227608,204662,156964,123561,121150,100141,70535,55916,35968,26193,37531,0,0,0
435602099,1,16,217232,229387,279753,301941,323842,305063,264478,267528,252538,223687,192593,142888,120617,106783,86208,93226,0,0,0
435602099,2,16,196596,210519,253573,279768,319131,281811,256603,261869,243451,207948,166116,125607,130801,125601,92099,88699,0,0,0
435602199,1,16,332681,391160,426541,373448,349921,329717,336723,370054,361723,370473,321825,338186,252778,167880,115991,144710,0,0,0
435602199,2,16,326723,378257,408314,356215,379578,417433,425584,481763,463016,449815,372334,350595,261818,188809,147334,229279,0,0,0
435602299,1,16,682743,668934,679475,735831,817025,764843,635881,594645,546187,469277,392481,283010,221213,155805,107117,133712,0,0,0
435602299,2,16,654845,639083,648586,726318,843065,721683,586126,580117,522993,446978,351100,250703,208715,155666,112551,161432,0,0,0
435602499,1,16,757932,684054,657078,574882,516406,451593,339336,292187,248013,205435,147603,98644,81192,53190,36920,43276,0,0,0
435602499,2,16,732017,661002,650825,565012,530425,447077,340089,303051,251355,207301,152249,103695,89766,65081,48646,69007,0,0,0
435603099,1,16,161797,198229,226084,209253,181460,166970,133060,115093,109961,86667,60980,37464,28471,14539,10311,11570,0,0,0
435603099,2,16,155900,196418,230967,218675,181780,154695,125271,120306,96612,70603,47872,29947,26398,14673,9910,11710,0,0,0
435603499,1,16,222848,252055,270259,322934,373303,332785,273606,250141,204036,182442,146553,118900,84154,49175,34731,41087,0,0,0
435603499,2,16,201919,215060,208097,235167,293346,276310,230868,210757,179427,157188,125049,96008,78790,43821,31482,42002,0,0,0
435603699,1,16,280373,344590,359659,329154,296748,239307,210433,210992,181235,148795,119361,74165,77000,68158,58001,62487,0,0,0
435603699,2,16,227617,289338,315955,280678,261576,225477,212475,201365,161433,132097,95102,74218,83964,72803,47664,58736,0,0,0
435603799,1,16,218434,246383,279499,307104,288283,240140,197895,184776,173054,155962,126975,88158,99033,76450,57767,66756,0,0,0
435603799,2,16,185450,198286,217107,241229,254002,220580,188355,179286,168209,146181,110372,87472,102740,69123,48042,65195,0,0,0
435604099,1,16,13720118,14136834,16070065,16347447,16498752,17417921,15896448,15012212,14071648,13152930,10381330,8795812,7761035,5061891,3891565,3862796,0,0,0
435604099,2,16,12982005,13412572,15022293,15045447,17074415,18159822,15848852,16235097,14270571,13073670,10258620,8861856,7922328,5502541,4065652,4396084,0,0,0
435604199,1,16,1017892,1108494,1175409,1230357,1301055,1294946,1136113,990958,869069,798788,703265,569133,420624,259391,180126,211687,0,0,0
435604199,2,16,896569,884781,938535,998226,1212380,1226262,1064672,923981,837627,784593,642058,506532,383253,245629,187813,246321,0,0,0
436400199,1,18,171355,160020,140151,133177,169755,210110,198813,169813,136351,124431,91805,74125,51670,39267,30300,22752,18429,13558,0
436400199,2,18,157490,148021,132067,127432,155733,189640,190899,164220,131526,113177,90821,77390,60628,43751,31490,21796,15910,11752,0
436400399,1,18,294738,254685,216735,195261,232941,292242,283332,234855,197625,156804,134343,111519,76557,48975,33231,22929,18134,10084,0
436400399,2,18,281658,246849,208668,190263,225576,280035,285354,240057,199989,156735,136653,112458,82428,59253,37227,22626,15945,9707,0
437600090,1,16,1636053,1450794,1264821,1135577,1078136,1086522,1083975,1029721,950196,805588,740876,741257,737221,643442,390332,760204,0,0,0
437600090,2,16,1552789,1381487,1204299,1083309,1045643,1072154,1079503,1031325,959071,820546,770066,793482,802851,717102,456026,1076929,0,0,0
437600094,1,16,515720,503155,517252,481218,414483,330849,283819,279663,259738,221982,185110,135184,95876,66154,50264,58832,0,0,0
437600094,2,16,488351,477879,492110,458370,395947,323411,279257,276270,256775,218535,186342,139309,102886,73350,56483,76619,0,0,0
437600099,1,16,2215503,2014324,1839573,1673462,1553773,1490062,1443169,1379627,1281055,1088505,976956,917846,866274,737120,456253,840388,0,0,0
437600099,2,16,2101606,1917046,1751732,1595334,1495683,1466221,1444473,1396598,1304231,1115427,1025278,994671,957755,835077,538831,1200698,0,0,0
439200099,1,18,7918000,8184000,8773000,9285000,9494000,10252000,11405000,13255000,14833000,12979000,11802000,11424000,13356000,13320000,10851000,8357000,5847000,4212000,0
439200099,2,18,7540000,7803000,8350000,8821000,9004000,9827000,11080000,12893000,14475000,12801000,11746000,11562000,13842000,14293000,12461000,10567000,8810000,10049000,0
439200199,1,18,244000,257000,264000,282000,277000,290000,320000,362000,435000,386000,332000,327000,363000,437000,333000,251000,182000,150000,0
439200199,2,18,235000,245000,250000,264000,257000,270000,308000,353000,426000,385000,336000,335000,376000,468000,383000,319000,279000,357000,0
439200299,1,18,233000,246000,265000,290000,321000,325000,350000,397000,428000,384000,362000,378000,425000,414000,298000,245000,184000,142000,0
439200299,2,18,221000,235000,250000,273000,297000,310000,346000,386000,412000,373000,358000,379000,433000,429000,334000,316000,284000,327000,0
439200499,1,18,544000,560000,612000,654000,694000,725000,773000,906000,1083000,940000,793000,696000,850000,935000,816000,603000,367000,227000,0
439200499,2,18,522000,535000,584000,628000,684000,738000,796000,935000,1104000,958000,808000,723000,907000,1033000,946000,744000,547000,555000,0
439201099,1,18,520000,527000,551000,574000,622000,691000,748000,842000,959000,819000,698000,621000,699000,746000,626000,456000,291000,191000,0
439201099,2,18,494000,502000,523000,541000,565000,617000,676000,783000,893000,758000,664000,603000,718000,786000,684000,541000,417000,435000,0
439201499,1,18,113000,124000,145000,161000,133000,137000,165000,194000,214000,207000,209000,222000,252000,252000,183000,158000,119000,80000,0
439201499,2,18,109000,119000,140000,154000,121000,131000,164000,191000,217000,217000,221000,241000,278000,284000,232000,227000,204000,216000,0
439201599,1,18,119000,131000,146000,151000,138000,144000,169000,205000,231000,201000,182000,185000,221000,222000,176000,130000,94000,73000,0
439201599,2,18,113000,124000,138000,144000,127000,132000,157000,192000,218000,192000,176000,182000,225000,229000,194000,159000,139000,168000,0
439201699,1,18,49000,56000,63000,69000,52000,60000,75000,93000,95000,88000,99000,114000,135000,119000,91000,86000,67000,48000,0
439201699,2,18,47000,53000,62000,66000,49000,58000,72000,87000,95000,91000,103000,119000,141000,128000,115000,123000,114000,126000,0
441000099,1,18,5783116,6011447,6720037,8550603,9179241,8290557,9620528,10012036,11105182,11076729,10741686,9639504,6769808,5013122,3958706,2739633,1351729,656398,0
441000099,2,18,5480888,5647594,6192739,7762824,8146709,7631407,9177089,9661559,10734126,10791437,10461038,9671194,7031085,5473301,4907352,4047110,2643392,1936640,0
441000299,1,18,340780,339827,394223,544041,640531,558524,625526,637186,688014,703211,734836,743456,571709,420559,316503,196765,87745,37044,0
441000299,2,18,322372,320488,360911,480818,558964,518401,598445,613338,684213,731116,781598,797351,611026,461159,375597,282561,171927,119949,0
441000399,1,18,1008500,1003711,1136435,1487628,1737157,1870706,2169360,2029959,2129138,2034967,1943160,1805087,1330258,1013654,789347,489756,221839,111392,0
441000399,2,18,957853,950446,1059711,1374361,1705893,1913024,2152654,2009546,2129697,2076440,2023078,1958196,1452754,1123003,893726,639670,390789,303446,0
441000499,1,18,258607,279263,339447,453666,491040,400118,419861,449854,521787,547257,534768,472651,338334,240305,183587,124849,60419,25579,0
441000499,2,18,245314,259207,302518,394952,398831,336366,410493,454725,541470,567108,550221,491123,368080,275875,237714,188790,117701,77047,0
441000599,1,18,183073,193284,218521,277692,294418,260106,286503,296674,331269,327154,307451,272735,185518,129718,97037,65262,32379,16392,0
441000599,2,18,172506,181822,201585,251807,261558,233692,278348,297812,333503,330870,308745,277519,190911,138689,118074,94546,62678,45937,0
441000899,1,18,148874,148132,163678,220599,235552,199134,230408,237576,252702,274943,274241,230700,149410,94545,61895,35873,16018,6455,0
441000899,2,18,140552,136130,145576,190607,182912,161352,208801,221687,253299,272415,254442,218410,142184,91592,71877,55504,36504,27208,0
441000999,1,18,76535,84505,95134,110643,107093,83188,101583,116292,140564,141182,128938,110363,75067,60421,48522,34102,17492,6664,0
441000999,2,18,72643,78270,85278,100759,94753,76516,97992,110536,130633,127039,118530,106115,76907,64943,59030,52509,39528,33395,0
441001099,1,18,175556,195949,230641,293859,287938,227440,269242,287968,319626,313355,283887,237822,163100,128536,98179,63799,30589,14893,0
441001099,2,18,165222,182612,212354,271863,259249,216684,264583,290108,323827,316551,287790,250700,177202,145310,121259,94946,61359,47133,0
441001199,1,18,338404,349888,369921,475622,548235,498169,564942,605208,647007,656582,657109,587149,373993,256892,186405,124033,61547,33940,0
441001199,2,18,321432,331633,347376,438724,499065,465037,535211,571179,620036,655230,637989,568681,373388,269926,224394,184077,122879,98513,0
441400025,1,18,420477,410500,362190,337466,305824,264222,223316,186410,162352,139794,111944,81371,57641,37284,28224,20018,9884,6473,0
441400025,2,18,404882,397544,351038,323264,296301,265478,236871,207290,184646,161259,133116,106586,79229,56185,37865,23459,12081,7730,0
441400026,1,18,395073,358893,267471,220206,553910,1400896,1593964,1492965,1174473,912187,584586,360804,178910,72290,29105,12819,5071,2349,0
441400026,2,18,382592,343066,249288,203642,302888,716466,723203,626332,483726,349807,204145,112095,59277,30362,16456,9375,5069,3956,0
441400099,1,18,815550,769393,629661,557672,859734,1665118,1817280,1679375,1336825,1051981,696530,442175,236551,109574,57329,32837,14955,8822,0
441400099,2,18,787474,740610,600326,526906,599189,981944,960074,833622,668372,511066,337261,218681,138506,86547,54321,32834,17150,11686,0
460800299,1,17,1655147,1596152,1539195,1609080,1709254,1587244,1384494,1204098,1025156,894117,741823,573118,408228,250662,129036,75359,58314,0,0
460800299,2,17,1543430,1490666,1459962,1651276,1770182,1609965,1380299,1211414,1050786,937443,803764,640326,483028,321485,195959,135482,139254,0,0
463400068,1,17,98978,93818,81420,71695,65869,56653,47479,40013,34693,30574,25071,19737,13690,8086,6104,4284,3756,0,0
463400068,2,17,95675,91728,78606,69427,64089,57485,51866,44781,38393,34472,28989,23188,15303,9024,6840,4193,3700,0,0
470200020,1,18,329953,347545,368119,434793,471951,486151,501616,522501,552160,549060,587985,570726,486712,359681,213702,153024,85093,55086,0
470200020,2,18,311692,330682,349262,411279,460669,507692,550572,582938,610460,585238,592302,574699,492060,379890,243629,191421,126950,122318,0
470200027,1,18,82627,82739,95234,112942,123869,112763,93388,73330,77871,91203,106069,90719,63193,39460,19944,15585,9383,6401,0
470200027,2,18,78212,78775,89171,105351,117272,109286,93577,78925,82927,96499,107933,91710,67912,44712,25020,20341,14044,8491,0
470200040,1,18,43489,64575,63142,56901,55488,55439,70867,93208,95745,82651,70021,56246,39627,26413,13657,9474,7200,7073,0
470200040,2,18,43975,65639,63512,57168,56608,60235,79731,83645,70398,61689,60202,51023,39451,28345,15870,13123,8124,5216,0
470200099,1,18,471699,517485,548834,623212,664366,665478,686075,722483,764487,756613,789487,734611,600896,433282,250971,180479,103231,69720,0
470200099,2,18,451358,500541,526398,594871,650605,696997,758615,789067,805720,776273,782419,731113,607803,458230,287365,227434,151069,137897,0
476400199,1,18,206844,213212,224012,255583,299764,289593,304825,291065,260767,268599,304316,295569,227803,146052,86337,68106,51884,39690,0
476400199,2,18,195789,199543,212032,250061,298352,287846,304190,298462,284186,316771,360991,347546,266175,165730,97088,84238,67724,54872,0
476400299,1,18,210100,256300,301700,384000,370000,220700,218100,254400,314400,344500,319000,285000,239600,177500,125100,71500,46600,22500,0
476400299,2,18,194000,244100,286700,383700,416300,225900,211700,277800,355200,383200,350800,309800,266600,205000,147300,97800,67000,39600,0
476400399,1,18,943269,635014,670788,790509,1218225,1511006,1606001,1612552,1485004,1319686,1104517,868497,626961,392972,258716,184324,107269,70834,0
476400399,2,18,904676,577551,635174,762633,1226754,1719825,1778445,1700586,1541648,1420641,1220520,984272,740589,499146,354862,259837,171289,129060,0
476400499,1,18,258588,254158,253044,265581,275417,266396,280072,267372,255978,238693,217528,172631,134900,100358,70225,57125,36710,32786,0
476400499,2,18,243324,238137,240483,252884,261272,262722,281419,282117,280690,266891,247084,200396,158744,122470,87160,75699,54586,49800,0
476400599,1,18,74766,81805,89490,117963,137044,136663,130360,127961,139257,156184,168888,154833,116620,76353,50507,39927,27546,17204,0
476400599,2,18,71601,77610,85593,111760,131819,131075,126392,128127,146991,172575,184318,166043,126035,83216,56856,49135,36843,26232,0
476400799,1,18,114998,128832,148661,144047,189911,131237,137842,141833,150885,146096,126601,99553,78305,57920,46896,32102,17200,7706,0
476400799,2,18,104272,119471,139454,135360,117036,125118,141452,151907,163661,160531,136457,112058,88693,67895,57356,40150,23764,11743,0
479200199,1,18,688165,685813,664412,742938,795592,826378,881284,886196,804427,715871,694991,602173,495760,362216,240831,156497,97974,52644,0
479200199,2,18,656934,649290,626406,688824,745982,798133,867493,882176,812253,722755,701086,609434,520685,400870,284682,213587,155393,115638,0
479200299,1,16,441013,444981,423799,439620,391969,442972,503655,512490,468240,403757,366495,282588,222778,154240,104985,133852,0,0,0
479200299,2,16,414897,420345,399655,401152,399833,450431,494089,496244,455040,382637,352904,278358,223479,164233,114965,176538,0,0,0
479200399,1,16,219632,231678,248065,272106,240034,229550,231104,238171,220702,203838,212428,178574,154199,112189,79428,101270,0,0,0
479200399,2,16,208393,220148,236170,266198,248582,224906,235532,244210,228289,203847,220769,176848,158921,125210,93891,155718,0,0,0
479200499,1,16,541782,540701,525858,545144,492419,566553,624143,613126,549629,481656,444855,373496,297078,207035,135323,175814,0,0,0
479200499,2,16,511835,510291,491812,502641,508539,563020,612264,598849,540358,467898,442941,372573,307588,232159,167246,264629,0,0,0
479200599,1,16,179501,172643,183598,196767,187235,155624,141135,128875,116535,94931,89918,69042,59401,48165,35998,51531,0,0,0
479200599,2,16,169148,164044,177977,193033,185000,150107,138289,126183,113784,87954,91948,70818,66149,57028,44078,68428,0,0,0
479200699,1,16,125841,127907,129163,152625,187477,170091,168354,162847,152386,142548,140179,119380,98967,71813,50219,67508,0,0,0
479200699,2,16,118585,120823,122969,144934,171954,156483,160014,164029,156772,147113,143904,121740,103266,82654,62051,99626,0,0,0
479200799,1,16,52357,52975,54179,69716,101615,76468,72710,74039,69482,70469,74882,73414,62137,43654,27296,42604,0,0,0
479200799,2,16,49455,50174,51445,70293,76656,64384,67726,69920,68482,69984,75852,72682,60950,46036,32897,65022,0,0,0
479200899,1,16,129162,133926,137179,160275,156326,143612,143725,141257,132525,123520,125219,111040,90333,63961,45341,69100,0,0,0
479200899,2,16,124406,127356,132839,155887,157640,137565,139632,136381,131332,119349,129036,109598,93330,75201,60995,122093,0,0,0
479201099,1,18,582403,555574,503437,482311,383910,399492,394672,361290,297546,232188,206670,145926,118819,86678,56465,34519,20629,10247,0
