YYYYMMDD,UVIEF,UVIEFerr,UVDEF,UVDEFerr,UVDEC,UVDECerr,UVDVF,UVDVFerr,UVDVC,UVDVCerr,UVDDF,UVDDFerr,UVDDC,UVDDCerr,CMF,ozone
20110908,7.751,0.456,3.872,0.257,3.897,0.397,7.150,0.620,7.195,0.838,1.988,0.209,2.001,0.264,1.009,293.6
20110909,7.541,0.452,3.762,0.254,3.652,0.382,6.910,0.614,6.713,0.803,1.899,0.207,1.848,0.251,0.965,297.3
20110910,7.369,0.448,3.671,0.252,3.700,0.382,6.712,0.607,6.766,0.807,1.828,0.205,1.842,0.253,1.008,300.0
20110911,6.979,0.442,3.477,0.248,3.505,0.368,6.280,0.599,6.331,0.779,1.667,0.202,1.680,0.243,1.009,309.8
20110912,7.355,0.443,3.644,0.247,3.635,0.375,6.677,0.596,6.663,0.791,1.827,0.201,1.824,0.248,0.986,295.5
20110913,7.444,0.441,3.675,0.246,3.637,0.375,6.762,0.591,6.687,0.790,1.868,0.199,1.846,0.248,1.003,290.5
20110914,7.435,0.438,3.661,0.244,3.643,0.374,6.742,0.586,6.700,0.788,1.868,0.198,1.853,0.248,1.019,288.3
20110915,7.469,0.436,3.667,0.241,3.637,0.372,6.768,0.580,6.713,0.782,1.885,0.196,1.870,0.245,0.991,284.8
20110916,7.269,0.430,3.563,0.238,3.590,0.366,6.543,0.572,6.594,0.771,1.803,0.193,1.817,0.242,1.004,288.0
20110917,7.135,0.425,3.490,0.235,3.516,0.359,6.391,0.565,6.439,0.757,1.750,0.191,1.763,0.237,0.998,289.3
20110918,7.338,0.423,3.574,0.233,3.582,0.362,6.598,0.560,6.615,0.762,1.840,0.189,1.846,0.239,0.990,280.7
20110919,6.972,0.416,3.395,0.229,2.928,0.329,6.200,0.550,5.351,0.679,1.689,0.186,1.461,0.209,0.864,288.7
20110920,6.876,0.411,3.341,0.226,3.226,0.338,6.090,0.544,5.881,0.709,1.654,0.184,1.597,0.221,0.959,288.8
20110921,7.041,0.409,3.407,0.224,3.422,0.347,6.255,0.538,6.283,0.730,1.726,0.182,1.733,0.229,1.004,281.0
20110922,6.956,0.404,3.358,0.221,3.384,0.343,6.156,0.532,6.205,0.721,1.695,0.180,1.708,0.226,1.007,280.7
20110923,6.754,0.399,3.256,0.217,3.278,0.334,5.936,0.523,5.979,0.702,1.615,0.177,1.627,0.220,1.001,284.0
20110924,6.784,0.395,3.259,0.214,2.340,0.298,5.959,0.517,4.253,0.602,1.632,0.175,1.157,0.183,0.762,280.1
20110925,6.318,0.387,3.038,0.210,2.607,0.297,5.465,0.508,4.733,0.608,1.447,0.172,1.265,0.185,0.754,292.2
20110926,6.203,0.383,2.977,0.207,2.806,0.304,5.338,0.501,5.020,0.634,1.406,0.170,1.318,0.197,0.971,293.1
20110927,5.886,0.377,2.824,0.204,2.691,0.293,5.003,0.493,4.758,0.614,1.287,0.167,1.221,0.190,0.977,301.6
20110928,5.703,0.372,2.733,0.201,2.232,0.270,4.809,0.486,3.918,0.552,1.222,0.165,0.994,0.168,0.855,305.5
20110929,5.799,0.368,2.767,0.198,2.552,0.281,4.902,0.480,4.548,0.582,1.262,0.163,1.176,0.179,0.826,298.3
20110930,5.685,0.364,2.707,0.195,2.504,0.279,4.779,0.473,4.403,0.580,1.223,0.161,1.122,0.179,0.964,299.3
20111001,5.843,0.361,2.770,0.193,2.782,0.290,4.936,0.468,4.958,0.609,1.287,0.159,1.293,0.190,0.997,289.8
20111002,5.763,0.356,2.725,0.190,2.746,0.285,4.848,0.460,4.886,0.600,1.261,0.156,1.271,0.187,1.006,289.5
20111003,5.799,0.352,2.733,0.188,2.580,0.277,4.879,0.455,4.598,0.577,1.279,0.154,1.203,0.179,0.973,284.7
20111004,5.814,0.348,2.730,0.185,2.530,0.274,4.889,0.449,4.513,0.569,1.289,0.152,1.183,0.176,0.956,280.8
20111005,5.511,0.343,2.588,0.182,2.385,0.263,4.577,0.441,4.208,0.545,1.179,0.150,1.082,0.168,0.947,288.8
20111006,5.365,0.338,2.515,0.179,2.456,0.262,4.424,0.434,4.316,0.548,1.129,0.148,1.100,0.170,0.985,291.2
20111007,5.267,0.334,2.464,0.176,2.275,0.252,4.321,0.427,3.981,0.522,1.097,0.145,1.009,0.161,0.952,291.6
20111008,4.769,0.327,2.237,0.173,1.722,0.219,3.819,0.420,2.948,0.440,0.925,0.143,0.716,0.132,0.753,310.8
20111009,4.992,0.324,2.327,0.171,1.610,0.217,4.038,0.415,2.782,0.430,1.007,0.141,0.691,0.128,0.732,296.3
20111010,5.225,0.322,2.422,0.169,2.398,0.251,4.267,0.409,4.224,0.525,1.095,0.139,1.083,0.163,0.989,282.4
20111011,5.318,0.318,2.454,0.166,2.212,0.243,4.355,0.403,3.923,0.499,1.133,0.137,1.021,0.153,0.909,275.1
20111012,5.116,0.313,2.358,0.164,2.377,0.246,4.150,0.397,4.183,0.516,1.063,0.135,1.072,0.161,1.008,279.7
20111013,4.976,0.309,2.290,0.161,2.305,0.241,4.007,0.391,4.035,0.503,1.017,0.133,1.024,0.157,1.000,281.9
20111014,4.650,0.304,2.142,0.158,1.917,0.219,3.683,0.384,3.300,0.449,0.907,0.131,0.812,0.138,0.854,293.0
20111015,4.289,0.298,1.979,0.155,0.852,0.169,3.327,0.376,1.445,0.310,0.790,0.129,0.345,0.085,0.391,307.8
20111016,4.312,0.295,1.983,0.153,1.566,0.198,3.348,0.371,2.616,0.400,0.802,0.127,0.621,0.121,0.888,302.3
20111017,4.291,0.291,1.967,0.150,1.496,0.191,3.325,0.365,2.528,0.382,0.798,0.125,0.608,0.115,0.790,299.3
20111018,4.376,0.287,1.997,0.148,1.993,0.214,3.406,0.360,3.399,0.448,0.830,0.123,0.829,0.140,1.001,290.7
20111019,4.242,0.283,1.933,0.146,1.941,0.210,3.274,0.355,3.287,0.439,0.789,0.121,0.793,0.137,1.002,293.7
20111020,4.001,0.279,1.824,0.143,1.749,0.196,3.039,0.348,2.938,0.407,0.715,0.119,0.694,0.126,0.865,303.2
20111021,4.001,0.275,1.818,0.141,1.731,0.194,3.039,0.342,2.903,0.402,0.719,0.117,0.688,0.125,0.899,298.9
20111022,3.719,0.271,1.692,0.138,1.687,0.190,2.767,0.337,2.761,0.400,0.634,0.116,0.632,0.126,0.977,312.3
20111023,3.758,0.267,1.703,0.136,1.717,0.191,2.804,0.332,2.825,0.401,0.649,0.114,0.654,0.126,1.013,305.3
20111024,3.729,0.264,1.685,0.134,1.660,0.186,2.775,0.325,2.734,0.388,0.644,0.112,0.634,0.122,0.982,302.7
20111025,3.930,0.261,1.764,0.132,1.648,0.185,2.966,0.321,2.766,0.381,0.710,0.110,0.662,0.118,0.957,286.2
20111026,3.788,0.257,1.699,0.130,1.278,0.167,2.830,0.316,2.128,0.331,0.669,0.108,0.505,0.099,0.795,290.3
20111027,3.815,0.253,1.704,0.128,1.711,0.184,2.855,0.311,2.870,0.384,0.681,0.107,0.685,0.120,0.984,284.5
20111028,3.653,0.249,1.631,0.126,1.622,0.178,2.702,0.306,2.684,0.371,0.634,0.105,0.629,0.117,1.001,290.1
20111029,3.479,0.246,1.553,0.123,0.814,0.139,2.538,0.300,1.315,0.261,0.584,0.103,0.300,0.074,0.566,297.3
20111030,3.343,0.242,1.492,0.121,0.271,0.118,2.410,0.295,0.435,0.195,0.547,0.102,0.098,0.047,0.182,302.4
20111031,3.736,0.240,1.649,0.120,1.187,0.153,2.776,0.291,2.045,0.296,0.670,0.100,0.501,0.087,0.531,272.8
20111101,3.616,0.236,1.594,0.118,0.553,0.131,2.664,0.286,0.920,0.232,0.636,0.099,0.219,0.061,0.368,275.8
20111102,3.409,0.232,1.504,0.116,1.214,0.151,2.471,0.282,1.979,0.302,0.575,0.097,0.459,0.092,0.871,284.8
20111103,3.563,0.230,1.562,0.114,1.474,0.163,2.613,0.277,2.459,0.334,0.626,0.096,0.588,0.104,0.975,270.9
20111104,3.591,0.227,1.568,0.112,1.104,0.145,2.638,0.272,1.860,0.282,0.638,0.094,0.450,0.083,0.691,265.3
20111105,3.455,0.223,1.508,0.110,1.302,0.151,2.513,0.268,2.165,0.305,0.599,0.093,0.516,0.093,0.882,269.5
20111106,2.904,0.219,1.280,0.108,1.242,0.145,2.008,0.263,1.946,0.301,0.441,0.091,0.427,0.095,0.984,305.6
20111107,3.029,0.217,1.326,0.107,1.330,0.149,2.122,0.259,2.129,0.309,0.479,0.090,0.480,0.098,0.996,290.9
20111108,2.816,0.213,1.235,0.105,1.243,0.143,1.929,0.255,1.940,0.299,0.422,0.088,0.424,0.095,1.006,304.4
20111109,2.796,0.210,1.223,0.103,1.178,0.138,1.911,0.250,1.837,0.285,0.419,0.087,0.403,0.090,0.978,301.7
20111110,2.980,0.208,1.294,0.102,1.075,0.132,2.079,0.247,1.723,0.264,0.473,0.086,0.391,0.081,0.840,282.1
20111111,2.954,0.205,1.279,0.100,1.171,0.135,2.056,0.243,1.881,0.275,0.468,0.084,0.428,0.086,0.917,280.0
20111112,2.978,0.203,1.285,0.099,1.039,0.130,2.078,0.240,1.662,0.258,0.477,0.083,0.379,0.079,0.880,274.3
20111113,2.898,0.200,1.249,0.097,1.155,0.132,2.006,0.236,1.857,0.269,0.457,0.082,0.423,0.084,0.914,276.4
20111114,2.967,0.197,1.273,0.096,1.243,0.136,2.068,0.233,2.024,0.279,0.479,0.081,0.469,0.088,0.942,267.4
20111115,2.746,0.195,1.181,0.094,0.892,0.116,1.872,0.228,1.413,0.227,0.420,0.079,0.317,0.069,0.758,280.8
20111116,2.678,0.192,1.151,0.093,0.618,0.103,1.811,0.225,0.971,0.188,0.403,0.078,0.215,0.053,0.528,282.8
20111117,2.641,0.190,1.133,0.092,0.900,0.114,1.779,0.222,1.422,0.224,0.395,0.077,0.317,0.068,0.736,282.3
20111118,2.620,0.188,1.121,0.090,0.988,0.119,1.761,0.219,1.546,0.239,0.392,0.076,0.343,0.075,0.904,280.4
20111119,2.472,0.186,1.060,0.089,0.608,0.098,1.631,0.216,0.927,0.181,0.354,0.075,0.201,0.053,0.642,290.5
20111120,2.447,0.183,1.047,0.088,1.008,0.117,1.609,0.214,1.564,0.240,0.349,0.074,0.340,0.076,0.870,289.3
20111121,2.280,0.181,0.979,0.087,0.415,0.085,1.464,0.211,0.622,0.145,0.309,0.074,0.131,0.040,0.402,303.3
20111122,2.363,0.180,1.009,0.086,0.949,0.112,1.537,0.207,1.461,0.228,0.331,0.072,0.316,0.072,0.843,290.4
20111123,2.318,0.178,0.988,0.085,0.905,0.109,1.498,0.205,1.385,0.220,0.321,0.071,0.298,0.070,0.845,291.7
20111124,2.360,0.176,1.002,0.084,0.754,0.102,1.536,0.202,1.141,0.198,0.334,0.071,0.246,0.061,0.829,283.8
20111125,2.237,0.174,0.952,0.083,0.823,0.103,1.430,0.200,1.234,0.207,0.304,0.070,0.262,0.065,0.871,293.5
20111126,2.140,0.172,0.912,0.082,0.890,0.107,1.347,0.198,1.312,0.221,0.282,0.069,0.274,0.071,0.986,301.5
20111127,2.146,0.171,0.912,0.081,0.832,0.102,1.353,0.196,1.241,0.207,0.285,0.068,0.261,0.066,0.872,297.3
20111128,2.121,0.169,0.900,0.080,0.380,0.079,1.332,0.194,0.547,0.136,0.280,0.068,0.114,0.038,0.521,297.1
20111129,2.009,0.167,0.855,0.079,0.494,0.081,1.236,0.192,0.730,0.148,0.254,0.067,0.151,0.043,0.505,308.3
20111130,2.161,0.166,0.912,0.079,0.883,0.105,1.368,0.190,1.323,0.214,0.292,0.066,0.282,0.069,0.982,286.3
20111201,2.165,0.165,0.911,0.078,0.893,0.104,1.372,0.187,1.342,0.213,0.294,0.065,0.287,0.068,0.989,283.1
20111202,2.218,0.164,0.930,0.077,0.923,0.105,1.418,0.185,1.410,0.215,0.308,0.065,0.307,0.069,0.977,274.7
20111203,2.079,0.162,0.875,0.076,0.881,0.103,1.300,0.184,1.309,0.211,0.275,0.064,0.277,0.068,1.004,287.7
20111204,2.165,0.161,0.906,0.076,0.787,0.096,1.374,0.182,1.196,0.191,0.297,0.064,0.259,0.060,0.844,275.4
20111205,2.196,0.160,0.917,0.075,0.913,0.104,1.401,0.181,1.394,0.212,0.306,0.063,0.304,0.068,1.003,269.9
20111206,2.223,0.159,0.925,0.075,0.483,0.084,1.424,0.179,0.729,0.150,0.313,0.063,0.159,0.043,0.597,265.1
20111207,2.154,0.158,0.898,0.074,0.687,0.092,1.365,0.178,1.033,0.177,0.297,0.062,0.224,0.055,0.854,270.2
20111208,2.138,0.157,0.890,0.074,0.730,0.093,1.352,0.177,1.102,0.182,0.294,0.062,0.239,0.057,0.845,270.0
20111209,2.075,0.156,0.865,0.073,0.872,0.100,1.299,0.176,1.309,0.205,0.279,0.062,0.281,0.066,1.008,275.2
20111210,2.057,0.155,0.857,0.073,0.747,0.092,1.284,0.175,1.133,0.181,0.275,0.061,0.244,0.057,0.806,275.5
20111211,1.939,0.154,0.811,0.072,0.588,0.082,1.185,0.174,0.868,0.157,0.248,0.061,0.182,0.048,0.669,288.3
20111212,1.727,0.153,0.729,0.072,0.728,0.092,1.006,0.173,1.005,0.190,0.200,0.061,0.200,0.063,1.000,318.2
20111213,1.853,0.153,0.777,0.072,0.661,0.086,1.113,0.172,0.956,0.170,0.229,0.060,0.197,0.054,0.798,297.1
20111214,2.044,0.153,0.849,0.071,0.855,0.098,1.274,0.171,1.285,0.200,0.274,0.060,0.276,0.065,1.008,271.6
20111215,1.836,0.152,0.769,0.071,0.757,0.092,1.099,0.171,1.085,0.189,0.226,0.060,0.223,0.062,0.967,297.2
20111216,1.704,0.151,0.718,0.070,0.698,0.088,0.989,0.169,0.967,0.181,0.197,0.059,0.192,0.059,0.920,316.8
20111217,1.716,0.151,0.722,0.070,0.245,0.061,0.999,0.168,0.344,0.097,0.199,0.059,0.069,0.025,0.295,313.8
20111218,1.557,0.150,0.661,0.070,0.503,0.074,0.866,0.168,0.667,0.144,0.166,0.059,0.128,0.046,0.688,343.0
20111219,1.620,0.150,0.685,0.070,0.509,0.075,0.919,0.168,0.680,0.146,0.179,0.059,0.133,0.047,0.802,329.7
20111220,1.698,0.150,0.714,0.070,0.557,0.078,0.984,0.168,0.773,0.151,0.196,0.059,0.154,0.048,0.715,315.2
20111221,1.709,0.150,0.718,0.070,0.627,0.083,0.994,0.167,0.861,0.167,0.198,0.059,0.172,0.054,0.912,313.1
20111222,1.777,0.150,0.744,0.070,0.657,0.084,1.050,0.168,0.946,0.168,0.213,0.059,0.193,0.054,0.755,302.1
20111223,1.956,0.151,0.812,0.070,0.815,0.095,1.201,0.168,1.205,0.193,0.255,0.059,0.255,0.063,1.005,277.5
20111224,2.078,0.151,0.859,0.070,0.640,0.086,1.303,0.168,0.974,0.164,0.284,0.059,0.212,0.050,0.707,263.8
20111225,2.143,0.151,0.884,0.070,0.806,0.094,1.358,0.168,1.239,0.187,0.300,0.059,0.274,0.059,0.930,257.3
20111226,1.983,0.151,0.823,0.070,0.633,0.085,1.223,0.168,0.937,0.163,0.261,0.059,0.199,0.050,0.788,275.4
20111227,1.882,0.151,0.785,0.070,0.404,0.071,1.138,0.169,0.593,0.124,0.237,0.059,0.124,0.036,0.461,289.0
20111228,1.901,0.152,0.793,0.071,0.735,0.090,1.154,0.169,1.068,0.181,0.241,0.059,0.223,0.058,0.920,287.2
20111229,1.977,0.153,0.822,0.071,0.665,0.087,1.217,0.170,0.973,0.170,0.258,0.060,0.205,0.053,0.878,278.5
20111230,1.721,0.153,0.726,0.071,0.559,0.081,1.002,0.171,0.756,0.158,0.199,0.060,0.150,0.050,0.873,316.3
20111231,1.827,0.153,0.767,0.072,0.402,0.071,1.090,0.172,0.580,0.124,0.223,0.060,0.119,0.036,0.488,301.0
20120101,2.027,0.154,0.844,0.072,0.499,0.079,1.258,0.173,0.743,0.143,0.269,0.061,0.158,0.042,0.575,276.2
20120102,2.078,0.155,0.864,0.073,0.870,0.100,1.301,0.174,1.310,0.203,0.280,0.061,0.283,0.066,1.008,271.8
20120103,1.771,0.155,0.748,0.073,0.636,0.086,1.041,0.175,0.880,0.171,0.208,0.061,0.176,0.055,0.898,314.8
20120104,1.977,0.157,0.827,0.073,0.720,0.091,1.214,0.176,1.058,0.181,0.255,0.062,0.222,0.057,0.867,287.3
20120105,1.991,0.158,0.834,0.074,0.716,0.091,1.225,0.177,1.046,0.182,0.257,0.062,0.219,0.058,0.872,287.5
20120106,1.888,0.158,0.796,0.074,0.729,0.092,1.137,0.178,1.040,0.187,0.233,0.063,0.213,0.060,0.929,303.5
20120107,2.050,0.160,0.859,0.075,0.809,0.098,1.274,0.180,1.197,0.198,0.270,0.063,0.253,0.063,0.962,284.5
20120108,1.994,0.161,0.839,0.075,0.632,0.087,1.226,0.181,0.922,0.168,0.256,0.064,0.192,0.052,0.759,293.8
20120109,1.713,0.161,0.732,0.076,0.580,0.082,0.986,0.183,0.796,0.163,0.191,0.064,0.155,0.052,0.681,340.2
20120110,1.951,0.163,0.825,0.077,0.826,0.100,1.187,0.184,1.188,0.207,0.244,0.065,0.244,0.068,1.001,304.9
20120111,1.966,0.165,0.833,0.077,0.820,0.100,1.199,0.186,1.178,0.206,0.246,0.065,0.242,0.067,0.995,305.8
20120112,2.068,0.166,0.874,0.078,0.793,0.099,1.285,0.188,1.162,0.199,0.269,0.066,0.243,0.064,0.934,295.4
20120113,2.275,0.168,0.956,0.079,0.963,0.110,1.462,0.191,1.473,0.225,0.319,0.067,0.321,0.072,1.007,274.9
20120114,2.119,0.169,0.897,0.080,0.548,0.086,1.327,0.193,0.813,0.159,0.279,0.067,0.171,0.047,0.593,295.2
20120115,2.123,0.171,0.901,0.081,0.680,0.093,1.329,0.195,1.023,0.180,0.278,0.068,0.215,0.055,0.623,298.1
20120116,1.712,0.172,0.743,0.082,0.620,0.090,0.974,0.197,0.808,0.182,0.184,0.069,0.153,0.060,0.876,366.8
20120117,1.645,0.173,0.718,0.082,0.355,0.069,0.915,0.199,0.450,0.122,0.169,0.070,0.083,0.037,0.511,386.1
20120118,1.885,0.176,0.815,0.083,0.706,0.097,1.120,0.201,0.965,0.197,0.219,0.070,0.189,0.064,0.913,343.3
20120119,2.112,0.178,0.905,0.085,-1.000,-1.000,1.315,0.204,-1.000,-1.000,0.270,0.071,-1.000,-1.000,-1.000,313.8
20120120,2.336,0.180,0.995,0.086,0.931,0.111,1.509,0.207,1.422,0.226,0.324,0.072,0.306,0.072,0.865,291.3
20120121,2.203,0.182,0.946,0.087,0.712,0.099,1.391,0.209,1.051,0.192,0.289,0.073,0.219,0.059,0.738,310.3
20120122,2.323,0.184,0.996,0.088,0.909,0.112,1.495,0.213,1.370,0.227,0.317,0.074,0.291,0.072,0.878,300.3
20120123,2.177,0.186,0.941,0.089,0.679,0.097,1.366,0.216,1.000,0.188,0.279,0.075,0.206,0.058,0.645,321.9
20120124,2.335,0.189,1.006,0.091,0.704,0.101,1.503,0.219,1.057,0.193,0.316,0.076,0.223,0.059,0.678,307.1
20120125,2.256,0.191,0.978,0.092,0.523,0.091,1.432,0.222,0.765,0.165,0.295,0.077,0.157,0.048,0.512,320.8
20120126,2.371,0.193,1.026,0.093,0.978,0.119,1.532,0.225,1.467,0.245,0.322,0.078,0.308,0.078,0.903,311.6
20120127,2.383,0.196,1.034,0.094,0.928,0.116,1.541,0.228,1.390,0.237,0.323,0.079,0.291,0.075,0.870,314.6
20120128,2.262,0.198,0.989,0.095,0.871,0.113,1.433,0.231,1.280,0.230,0.291,0.080,0.261,0.073,0.772,334.0
20120129,2.306,0.200,1.009,0.097,0.843,0.112,1.470,0.235,1.248,0.225,0.300,0.082,0.255,0.071,0.693,333.3
20120130,2.205,0.203,0.972,0.099,0.292,0.081,1.379,0.239,0.415,0.129,0.274,0.083,0.083,0.033,0.301,351.9
20120131,2.390,0.206,1.050,0.100,0.518,0.097,1.541,0.242,0.744,0.174,0.316,0.084,0.152,0.050,0.585,332.7
20120201,2.738,0.209,1.193,0.102,0.653,0.109,1.853,0.246,1.009,0.200,0.404,0.085,0.220,0.057,0.601,300.6
20120202,2.736,0.212,1.196,0.103,1.090,0.132,1.849,0.250,1.688,0.270,0.401,0.087,0.366,0.085,0.889,305.3
20120203,2.607,0.214,1.148,0.105,0.842,0.119,1.732,0.254,1.271,0.233,0.365,0.088,0.268,0.071,0.740,322.8
20120204,2.556,0.217,1.131,0.107,0.585,0.105,1.684,0.259,0.856,0.192,0.349,0.089,0.176,0.055,0.599,333.4
20120205,2.317,0.219,1.037,0.108,0.758,0.113,1.466,0.262,1.068,0.224,0.288,0.091,0.210,0.070,0.746,369.3
20120206,1.944,0.221,0.889,0.109,0.658,0.107,1.126,0.266,0.845,0.215,0.203,0.092,0.152,0.070,0.680,442.7
20120207,2.230,0.225,1.009,0.111,0.490,0.095,1.383,0.270,0.673,0.171,0.264,0.093,0.129,0.050,0.480,394.7
20120208,2.380,0.228,1.074,0.113,0.945,0.130,1.516,0.275,1.340,0.269,0.297,0.095,0.263,0.087,0.851,378.0
20120209,2.309,0.231,1.049,0.115,0.847,0.124,1.450,0.279,1.170,0.253,0.278,0.096,0.224,0.081,0.798,394.7
20120210,2.458,0.234,1.114,0.117,0.800,0.121,1.584,0.284,1.151,0.239,0.312,0.098,0.227,0.074,0.642,378.9
20120211,2.582,0.238,1.169,0.119,0.456,0.102,1.696,0.289,0.663,0.175,0.340,0.100,0.133,0.048,0.391,368.5
20120212,2.823,0.242,1.273,0.121,1.057,0.141,1.917,0.294,1.595,0.287,0.399,0.101,0.331,0.090,0.770,346.3
20120213,2.786,0.245,1.262,0.123,1.170,0.150,1.881,0.298,1.748,0.313,0.387,0.103,0.360,0.100,0.907,355.8
20120214,2.912,0.248,1.319,0.125,0.911,0.135,1.997,0.303,1.375,0.264,0.418,0.104,0.289,0.080,0.778,347.9
20120215,2.510,0.251,1.156,0.127,1.101,0.150,1.620,0.308,1.551,0.320,0.313,0.106,0.300,0.104,0.918,402.7
20120216,3.081,0.255,1.399,0.129,1.028,0.145,2.153,0.314,1.580,0.287,0.458,0.108,0.336,0.088,0.755,342.0
20120217,3.286,0.259,1.490,0.131,0.981,0.146,2.345,0.319,1.546,0.282,0.512,0.110,0.337,0.084,0.628,329.1
20120218,3.355,0.263,1.524,0.133,1.500,0.177,2.410,0.324,2.371,0.371,0.529,0.111,0.521,0.118,0.988,328.4
20120219,3.593,0.267,1.629,0.136,1.636,0.186,2.635,0.330,2.646,0.391,0.596,0.113,0.598,0.123,1.005,315.2
20120220,3.777,0.271,1.713,0.138,1.365,0.172,2.811,0.336,2.265,0.344,0.648,0.115,0.526,0.104,0.724,307.3
20120221,3.592,0.275,1.640,0.140,1.189,0.162,2.634,0.341,1.934,0.319,0.589,0.117,0.435,0.095,0.634,324.8
20120222,3.745,0.279,1.711,0.143,0.595,0.142,2.781,0.347,0.972,0.249,0.631,0.119,0.220,0.065,0.296,318.7
20120223,3.209,0.281,1.489,0.144,0.886,0.144,2.266,0.351,1.353,0.274,0.473,0.121,0.282,0.081,0.568,367.6
20120224,3.682,0.286,1.696,0.147,1.543,0.189,2.721,0.359,2.471,0.391,0.606,0.123,0.550,0.122,0.936,332.7
20120225,3.726,0.290,1.721,0.150,1.683,0.199,2.764,0.364,2.699,0.418,0.616,0.125,0.600,0.132,0.993,334.3
20120226,4.266,0.295,1.958,0.153,1.521,0.194,3.289,0.371,2.546,0.390,0.781,0.127,0.601,0.118,0.778,304.3
20120227,4.106,0.299,1.897,0.155,1.875,0.213,3.135,0.376,3.097,0.447,0.726,0.129,0.717,0.140,0.997,318.1
20120228,3.775,0.301,1.760,0.156,1.756,0.208,2.811,0.381,2.804,0.440,0.620,0.130,0.618,0.139,1.003,345.3
20120229,3.920,0.305,1.829,0.159,1.835,0.214,2.954,0.388,2.965,0.453,0.661,0.133,0.664,0.143,0.996,339.6
20120301,3.986,0.310,1.864,0.162,1.853,0.217,3.019,0.394,3.000,0.459,0.678,0.135,0.673,0.145,1.001,339.8
20120302,4.318,0.315,2.015,0.165,2.023,0.228,3.348,0.401,3.362,0.481,0.780,0.137,0.783,0.151,1.005,323.1
20120303,4.637,0.320,2.161,0.168,2.157,0.237,3.666,0.407,3.659,0.498,0.881,0.139,0.879,0.156,0.999,309.6
20120304,3.954,0.321,1.869,0.169,1.545,0.203,2.990,0.413,2.457,0.417,0.658,0.141,0.539,0.129,0.867,356.3
20120305,4.180,0.326,1.975,0.172,1.125,0.183,3.215,0.419,1.828,0.350,0.725,0.143,0.411,0.101,0.576,345.2
20120306,3.886,0.328,1.852,0.174,1.450,0.198,2.923,0.424,2.297,0.403,0.631,0.145,0.497,0.124,0.753,371.3
20120307,3.651,0.331,1.755,0.176,1.157,0.179,2.689,0.430,1.794,0.351,0.560,0.147,0.377,0.105,0.620,396.4
20120308,3.792,0.336,1.824,0.179,1.538,0.208,2.830,0.436,2.375,0.433,0.598,0.149,0.499,0.135,0.866,389.1
20120309,4.100,0.341,1.967,0.182,1.247,0.193,3.140,0.444,1.980,0.377,0.687,0.151,0.432,0.112,0.659,369.5
20120310,4.149,0.345,1.995,0.185,0.577,0.163,3.190,0.450,0.922,0.281,0.699,0.153,0.202,0.071,0.277,370.6
20120311,3.872,0.348,1.878,0.187,0.800,0.167,2.911,0.456,1.222,0.304,0.612,0.155,0.255,0.084,0.468,397.4
20120312,4.956,0.356,2.369,0.191,2.355,0.264,4.012,0.465,3.987,0.559,0.956,0.158,0.950,0.175,0.998,329.6
20120313,4.707,0.359,2.266,0.194,2.192,0.257,3.761,0.471,3.632,0.544,0.868,0.160,0.837,0.170,0.977,347.4
20120314,4.660,0.363,2.252,0.196,2.176,0.258,3.716,0.477,3.590,0.546,0.850,0.162,0.820,0.171,0.958,354.4
20120315,4.766,0.367,2.307,0.199,2.313,0.268,3.827,0.484,3.838,0.571,0.881,0.164,0.884,0.179,1.000,352.2
20120316,5.527,0.374,2.658,0.203,2.691,0.291,4.614,0.492,4.675,0.615,1.144,0.167,1.160,0.192,1.001,317.3
20120317,5.862,0.379,2.818,0.206,2.832,0.301,4.966,0.500,4.989,0.636,1.264,0.170,1.270,0.198,1.005,306.8
20120318,5.778,0.382,2.789,0.208,2.799,0.301,4.885,0.506,4.901,0.636,1.229,0.172,1.233,0.198,1.004,313.5
20120319,5.431,0.384,2.640,0.210,2.647,0.293,4.529,0.511,4.548,0.622,1.099,0.173,1.104,0.194,0.973,332.4
20120320,5.244,0.386,2.563,0.212,2.554,0.289,4.339,0.516,4.337,0.614,1.029,0.175,1.030,0.192,0.938,345.2
20120321,5.590,0.391,2.729,0.215,2.494,0.289,4.705,0.524,4.305,0.604,1.150,0.178,1.054,0.186,0.905,332.0
20120322,5.483,0.394,2.689,0.217,1.753,0.253,4.599,0.530,2.994,0.502,1.108,0.180,0.718,0.148,0.637,340.4
20120323,5.231,0.396,2.581,0.219,2.590,0.297,4.339,0.535,4.353,0.636,1.016,0.182,1.019,0.200,1.003,356.8
20120324,5.322,0.400,2.631,0.222,1.568,0.245,4.439,0.541,2.628,0.478,1.045,0.184,0.618,0.139,0.671,355.6
20120325,5.221,0.403,2.592,0.224,2.039,0.270,4.337,0.547,3.389,0.554,1.007,0.186,0.783,0.169,0.845,364.5
20120326,5.831,0.409,2.883,0.228,2.840,0.317,4.988,0.555,4.912,0.673,1.224,0.188,1.205,0.210,0.988,337.7
20120327,5.535,0.411,2.754,0.229,2.645,0.305,4.679,0.560,4.522,0.647,1.113,0.190,1.079,0.201,0.876,354.9
20120328,5.262,0.413,2.635,0.231,2.652,0.310,4.394,0.565,4.423,0.665,1.014,0.192,1.021,0.209,0.997,372.8
20120329,5.622,0.417,2.811,0.234,-1.000,-1.000,4.782,0.573,-1.000,-1.000,1.139,0.194,-1.000,-1.000,-1.000,357.2
